Larry Farnese,Dem
Christine Tartaglione,Dem
Sharif Street,Dem
Arthur L. Haywood III,Dem
John Sabatina,Dem
Vincent Hughes,Dem
Anthony Williams,Dem
Judy Schwank,Dem
John Yudichak,Dem
Daylin Leach,Dem
Lisa Boscola,Dem
Andy Dinniman,Dem
John Blake,Dem
Wayne Fontana,Dem
Jay Costa,Dem
Jim Brewster,Dem
