Name,Position,Birthday
Mark Sather,Commissioner
Jeff Thomas,Commissioner
Scott Walls,Commissioner
Paul Sharum,Coroner
William Walters,Sheriff
Bobbi Jo Gearhart,Treasurer
Robin Horne,Auditor
Julie Palmer,Auditor
Charlotte Wright,Auditor
Virginia Cooper,Register & Recorder"
Kay Coons,"Prothonotary & Clerk of Courts"
