Name,Position,Birthday
Sheila Saidman,Luzerne County Councillor
Linda McClosky Houck,Luzerne County Councillor
Matthew Vough,Luzerne County Councillor
Michelle Bednar,Luzerne County Controller
Edward Brominski,Luzerne County Councillor
Eillen Sorokas,Luzerne County Councillor
Jane Waitkus,Luzerne County Councillor
Tim McGinley,Luzerne County Councillor
