Name,Position,Birthday
Dave Lohr,Commissioner
Vincent Vicites,Commissioner
Angela Zimmerlink,Commissioner
Phillip Reilly,Coroner
Jim Custer,Sheriff
Nancy Lee Wilson,Treasurer
Scott Abraham,Controller
David Malosky,Recorder Of Deeds
Donald Redman,Register of Wills
Nina Capuzzi Frankhouser,Prothonotary
Janice Snyder,Clerk of Courts
