Name,Position,Birthday
Dave Coder,Commissioner
Archie Trader,Commissioner
Blair Zimmerman,"Commissioner, Chair"
Gregory Rohanna,Coroner
Brian Tennant,Sheriff
Cory Grandel,Treasurer
Donna Tharp,"Register & Recorder"
Susan Kartley White,Prothonotary
Sherry Wise,Clerk of Courts
