Name,Position,Birthday
Paul Conklin,Commissioner
Robert Smeltz,"Commissioner, Chair"
Jeffrey Snyder,Commissioner
David Strouse,District Attorney
Zach Hanna,Coroner
Kerry Stover,Sheriff
Michelle Kunes,Treasurer
Michelle Crowell,Auditor
Peggy Heller,Auditor
Rita O'Brien,Auditor
Gail Gephart,"County Register & Recorder"
Jennifer Hoy,"Register of Wills & Recorder of Deeds"
Marie Vilello,Prothonotary
