Name,Position,Birthday
Diana Irey Vaughan,Commissioner
Larry Maggi,"Commissioner, Chair"
Harlan Shober Jr.,Commissioner
Timothy Warco,Coroner
Samuel Romano,Sheriff
Francis King,County Treasurer
Michael Namie,Controller
Brad Boni,Chief Assessor
Irene Reese,Chief Clerk
Debbie Bardella,Recorder of Deeds
Mary Jo Poknis,Register of Wills
Barbara Gibbs,Clerk Of Courts
Joy Ranko,Prothonotary
