Name,Position,Birthday
Mark McCracken,Commissioner
Antonio Scotto,Commissioner
John Sobel,"Commissioner, Chair"
William Shaw,District Attorney
Michael Morris,Coroner
Wesley Thurston,Sheriff
Carol Fox,Treasurer
Lisa Conrad,"Assessor / Tax Claims"
Maurene Inlow,Register and Recorder
Brian Spencer,"Clerk of Courts - Prothonotary"
