Name,Position,Birthday
Steven Dershem,Commissioner
Mark Higgins,Commissioner
Michael Pipe,"Commissioner, Chair"
Stacy Parks Miller,District Attorney
Scott Sayers,Coroner
Bryan Sampsel,Sheriff
Richard Fornicola,County Treasurer
Chuck Witmer,Controller
Joseph Davidson,Recorder of Deeds
Christine Millinder,"Register of Wills & Clerk of the Orphans' Court"
