Name,Position,Birthday
George Hartwick III,Commissioner
Jeffrey Haste,"Commissioner, Chair"
Mike Pries,Commissioner
Ed Marsico,District Attorney
Graham Hetrick,Coroner
Nicholas Chimienti,Sheriff
Janis Creason,County Treasurer
Timothy DeFoor,Controller
Jean Marfizo King,"Register of Wills & Clerk of Orphans' Court"
James Zugay,County Recorder of Deeds
Stephen Farina,Prothonotary
Dale Klein,Clerk of Courts
