County,Precinct,Office,District,Party,Candidate,Votes
Bergen,River Vale 4 - Election Day,President,,Democratic,Hillary Clinton,359
Bergen,River Vale 5 - Election Day,President,,Democratic,Hillary Clinton,340
Bergen,River Vale Mail-In Ballot - Mail-In B,President,,Democratic,Hillary Clinton,301
Bergen,River Vale Provisional - Provisiona,President,,Democratic,Hillary Clinton,21
Bergen,Rochelle Park 1 - Election Day,President,,Democratic,Hillary Clinton,335
Bergen,Rochelle Park 2 - Election Day,President,,Democratic,Hillary Clinton,282
Bergen,Rochelle Park 3 - Election Day,President,,Democratic,Hillary Clinton,282
Bergen,Rochelle Park 4 - Election Day,President,,Democratic,Hillary Clinton,277
Bergen,Rochelle Park Mail-In Ballot - Mail,President,,Democratic,Hillary Clinton,103
Bergen,Rochelle Park Provisional - Provis,President,,Democratic,Hillary Clinton,12
Bergen,Rockleigh 1 - Election Day,President,,Democratic,Hillary Clinton,38
Bergen,Rockleigh Mail-In Ballot - Mail-In B,President,,Democratic,Hillary Clinton,30
Bergen,Rockleigh Provisional - Provisiona,President,,Democratic,Hillary Clinton,0
Bergen,Rutherford 1 - Election Day,President,,Democratic,Hillary Clinton,410
Bergen,Rutherford 2 - Election Day,President,,Democratic,Hillary Clinton,422
Bergen,Rutherford 3 - Election Day,President,,Democratic,Hillary Clinton,422
Bergen,Rutherford 4 - Election Day,President,,Democratic,Hillary Clinton,261
Bergen,Rutherford 5 - Election Day,President,,Democratic,Hillary Clinton,354
Bergen,Rutherford 6 - Election Day,President,,Democratic,Hillary Clinton,311
Bergen,Rutherford 7 - Election Day,President,,Democratic,Hillary Clinton,401
Bergen,Rutherford 8 - Election Day,President,,Democratic,Hillary Clinton,391
Bergen,Rutherford 9 - Election Day,President,,Democratic,Hillary Clinton,419
Bergen,Rutherford 10 - Election Day,President,,Democratic,Hillary Clinton,359
Bergen,Rutherford 11 - Election Day,President,,Democratic,Hillary Clinton,422
Bergen,Rutherford 12 - Election Day,President,,Democratic,Hillary Clinton,258
Bergen,Rutherford Mail-In Ballot - Mail-In,President,,Democratic,Hillary Clinton,339
Bergen,Rutherford Provisional - Provisiona,President,,Democratic,Hillary Clinton,27
Bergen,Saddle Brook 1 - Election Day,President,,Democratic,Hillary Clinton,244
Bergen,Saddle Brook 2 - Election Day,President,,Democratic,Hillary Clinton,242
Bergen,Saddle Brook 3 - Election Day,President,,Democratic,Hillary Clinton,246
Bergen,Saddle Brook 4 - Election Day,President,,Democratic,Hillary Clinton,290
Bergen,Saddle Brook 5 - Election Day,President,,Democratic,Hillary Clinton,304
Bergen,Saddle Brook 6 - Election Day,President,,Democratic,Hillary Clinton,296
Bergen,Saddle Brook 7 - Election Day,President,,Democratic,Hillary Clinton,135
Bergen,Saddle Brook 8 - Election Day,President,,Democratic,Hillary Clinton,244
Bergen,Saddle Brook 9 - Election Day,President,,Democratic,Hillary Clinton,269
Bergen,Saddle Brook 10 - Election Day,President,,Democratic,Hillary Clinton,257
Bergen,Saddle Brook 11 - Election Day,President,,Democratic,Hillary Clinton,271
Bergen,Saddle Brook Mail-In Ballot - Mail-,President,,Democratic,Hillary Clinton,173
Bergen,Saddle Brook Provisional - Provisi,President,,Democratic,Hillary Clinton,21
Bergen,Saddle River 1 - Election Day,President,,Democratic,Hillary Clinton,226
Bergen,Saddle River 2 - Election Day,President,,Democratic,Hillary Clinton,269
Bergen,Saddle River Mail-In Ballot - Mail-I,President,,Democratic,Hillary Clinton,109
Bergen,Saddle River Provisional - Provisio,President,,Democratic,Hillary Clinton,7
Bergen,South Hackensack 1 - Election Da,President,,Democratic,Hillary Clinton,525
Bergen,South Hackensack Mail-In Ballot -,President,,Democratic,Hillary Clinton,35
Bergen,South Hackensack Provisional - P,President,,Democratic,Hillary Clinton,5
Bergen,Teaneck 1 - Election Day,President,,Democratic,Hillary Clinton,542
Bergen,Teaneck 2 - Election Day,President,,Democratic,Hillary Clinton,695
Bergen,Teaneck 3 - Election Day,President,,Democratic,Hillary Clinton,666
Bergen,Teaneck 4 - Election Day,President,,Democratic,Hillary Clinton,582
Bergen,Teaneck 5 - Election Day,President,,Democratic,Hillary Clinton,465
Bergen,Teaneck 6 - Election Day,President,,Democratic,Hillary Clinton,619
Bergen,Teaneck 7 - Election Day,President,,Democratic,Hillary Clinton,564
Bergen,Teaneck 8 - Election Day,President,,Democratic,Hillary Clinton,730
Bergen,Teaneck 9 - Election Day,President,,Democratic,Hillary Clinton,512
Bergen,Teaneck 10 - Election Day,President,,Democratic,Hillary Clinton,473
Bergen,Teaneck 11 - Election Day,President,,Democratic,Hillary Clinton,364
Bergen,Teaneck 12 - Election Day,President,,Democratic,Hillary Clinton,501
Bergen,Teaneck 13 - Election Day,President,,Democratic,Hillary Clinton,736
Bergen,Teaneck 14 - Election Day,President,,Democratic,Hillary Clinton,933
Bergen,Teaneck 15 - Election Day,President,,Democratic,Hillary Clinton,516
Bergen,Teaneck 16 - Election Day,President,,Democratic,Hillary Clinton,508
Bergen,Teaneck 17 - Election Day,President,,Democratic,Hillary Clinton,808
Bergen,Teaneck 18 - Election Day,President,,Democratic,Hillary Clinton,659
Bergen,Teaneck 19 - Election Day,President,,Democratic,Hillary Clinton,597
Bergen,Teaneck 20 - Election Day,President,,Democratic,Hillary Clinton,387
Bergen,Teaneck 21 - Election Day,President,,Democratic,Hillary Clinton,728
Bergen,Teaneck 22 - Election Day,President,,Democratic,Hillary Clinton,554
Bergen,Teaneck 23 - Election Day,President,,Democratic,Hillary Clinton,639
Bergen,Teaneck Mail-In Ballot - Mail-In Ba,President,,Democratic,Hillary Clinton,1131
Bergen,Teaneck Provisional - Provisional,President,,Democratic,Hillary Clinton,144
Bergen,Tenafly 1 - Election Day,President,,Democratic,Hillary Clinton,354
Bergen,Tenafly 2 - Election Day,President,,Democratic,Hillary Clinton,237
Bergen,Tenafly 3 - Election Day,President,,Democratic,Hillary Clinton,261
Bergen,Tenafly 4 - Election Day,President,,Democratic,Hillary Clinton,404
Bergen,Tenafly 5 - Election Day,President,,Democratic,Hillary Clinton,324
Bergen,Tenafly 6 - Election Day,President,,Democratic,Hillary Clinton,281
Bergen,Tenafly 7 - Election Day,President,,Democratic,Hillary Clinton,245
Bergen,Tenafly 8 - Election Day,President,,Democratic,Hillary Clinton,377
Bergen,Tenafly 9 - Election Day,President,,Democratic,Hillary Clinton,413
Bergen,Tenafly 10 - Election Day,President,,Democratic,Hillary Clinton,327
Bergen,Tenafly 11 - Election Day,President,,Democratic,Hillary Clinton,348
Bergen,Tenafly 12 - Election Day,President,,Democratic,Hillary Clinton,352
Bergen,Tenafly Mail-In Ballot - Mail-In Bal,President,,Democratic,Hillary Clinton,581
Bergen,Tenafly Provisional - Provisional,President,,Democratic,Hillary Clinton,38
Bergen,Teterboro 1 - Election Day,President,,Democratic,Hillary Clinton,13
Bergen,Teterboro Mail-In Ballot - Mail-In B,President,,Democratic,Hillary Clinton,0
Bergen,Teterboro Provisional - Provisiona,President,,Democratic,Hillary Clinton,0
Bergen,Upper Saddle River 1 - Election D,President,,Democratic,Hillary Clinton,415
Bergen,Upper Saddle River 2 - Election D,President,,Democratic,Hillary Clinton,286
Bergen,Upper Saddle River 3 - Election D,President,,Democratic,Hillary Clinton,389
Bergen,Upper Saddle River 4 - Election D,President,,Democratic,Hillary Clinton,369
Bergen,Upper Saddle River 5 - Election D,President,,Democratic,Hillary Clinton,233
Bergen,Upper Saddle River Mail-In Ballot,President,,Democratic,Hillary Clinton,235
Bergen,Upper Saddle River Provisional - P,President,,Democratic,Hillary Clinton,18
Bergen,Waldwick 1 - Election Day,President,,Democratic,Hillary Clinton,420
Bergen,Waldwick 2 - Election Day,President,,Democratic,Hillary Clinton,364
Bergen,Waldwick 3 - Election Day,President,,Democratic,Hillary Clinton,365
Bergen,Waldwick 4 - Election Day,President,,Democratic,Hillary Clinton,334
Bergen,Waldwick 5 - Election Day,President,,Democratic,Hillary Clinton,332
Bergen,Waldwick 6 - Election Day,President,,Democratic,Hillary Clinton,311
Bergen,Waldwick Mail-In Ballot - Mail-In B,President,,Democratic,Hillary Clinton,173
Bergen,Waldwick Provisional - Provisiona,President,,Democratic,Hillary Clinton,12
Bergen,Wallington 1 - Election Day,President,,Democratic,Hillary Clinton,170
Bergen,Wallington 2 - Election Day,President,,Democratic,Hillary Clinton,168
Bergen,Wallington 3 - Election Day,President,,Democratic,Hillary Clinton,405
Bergen,Wallington 4 - Election Day,President,,Democratic,Hillary Clinton,331
Bergen,Wallington 5 - Election Day,President,,Democratic,Hillary Clinton,230
Bergen,Wallington 6 - Election Day,President,,Democratic,Hillary Clinton,220
Bergen,Wallington Mail-In Ballot - Mail-In B,President,,Democratic,Hillary Clinton,103
Bergen,Wallington Provisional - Provisiona,President,,Democratic,Hillary Clinton,16
Bergen,Washington Township 1 - Election,President,,Democratic,Hillary Clinton,406
Bergen,Washington Township 2 - Election,President,,Democratic,Hillary Clinton,236
Bergen,Washington Township 3 - Election,President,,Democratic,Hillary Clinton,224
Bergen,Washington Township 4 - Election,President,,Democratic,Hillary Clinton,350
Bergen,Washington Township 5 - Election,President,,Democratic,Hillary Clinton,313
Bergen,Washington Township 6 - Election,President,,Democratic,Hillary Clinton,390
Bergen,Washington Township Mail-In Ball,President,,Democratic,Hillary Clinton,246
Bergen,Washington Township Provisional,President,,Democratic,Hillary Clinton,19
Bergen,Westwood 1 - Election Day,President,,Democratic,Hillary Clinton,425
Bergen,Westwood 2 - Election Day,President,,Democratic,Hillary Clinton,349
Bergen,Westwood 3 - Election Day,President,,Democratic,Hillary Clinton,238
Bergen,Westwood 4 - Election Day,President,,Democratic,Hillary Clinton,390
Bergen,Westwood 5 - Election Day,President,,Democratic,Hillary Clinton,232
Bergen,Westwood 6 - Election Day,President,,Democratic,Hillary Clinton,480
Bergen,Westwood 7 - Election Day,President,,Democratic,Hillary Clinton,246
Bergen,Westwood 8 - Election Day,President,,Democratic,Hillary Clinton,278
Bergen,Westwood Mail-In Ballot - Mail-In B,President,,Democratic,Hillary Clinton,214
Bergen,Westwood Provisional - Provisiona,President,,Democratic,Hillary Clinton,25
Bergen,Woodcliff Lake 1 - Election Day,President,,Democratic,Hillary Clinton,337
Bergen,Woodcliff Lake 2 - Election Day,President,,Democratic,Hillary Clinton,428
Bergen,Woodcliff Lake 3 - Election Day,President,,Democratic,Hillary Clinton,325
Bergen,Woodcliff Lake 4 - Election Day,President,,Democratic,Hillary Clinton,461
Bergen,Woodcliff Lake Mail-In Ballot - Mai,President,,Democratic,Hillary Clinton,236
Bergen,Woodcliff Lake Provisional - Provis,President,,Democratic,Hillary Clinton,17
Bergen,Wood Ridge 1 - Election Day,President,,Democratic,Hillary Clinton,524
Bergen,Wood Ridge 2 - Election Day,President,,Democratic,Hillary Clinton,242
Bergen,Wood Ridge 3 - Election Day,President,,Democratic,Hillary Clinton,385
Bergen,Wood Ridge 4 - Election Day,President,,Democratic,Hillary Clinton,400
Bergen,Wood Ridge 5 - Election Day,President,,Democratic,Hillary Clinton,416
Bergen,Wood Ridge Mail-In Ballot - Mail-In,President,,Democratic,Hillary Clinton,139
Bergen,Wood Ridge Provisional - Provisio,President,,Democratic,Hillary Clinton,14
Bergen,Wyckoff 1 - Election Day,President,,Democratic,Hillary Clinton,402
Bergen,Wyckoff 2 - Election Day,President,,Democratic,Hillary Clinton,422
Bergen,Wyckoff 3 - Election Day,President,,Democratic,Hillary Clinton,378
Bergen,Wyckoff 4 - Election Day,President,,Democratic,Hillary Clinton,382
Bergen,Wyckoff 5 - Election Day,President,,Democratic,Hillary Clinton,271
Bergen,Wyckoff 6 - Election Day,President,,Democratic,Hillary Clinton,362
Bergen,Wyckoff 7 - Election Day,President,,Democratic,Hillary Clinton,355
Bergen,Wyckoff 8 - Election Day,President,,Democratic,Hillary Clinton,336
Bergen,Wyckoff 9 - Election Day,President,,Democratic,Hillary Clinton,268
Bergen,Wyckoff 10 - Election Day,President,,Democratic,Hillary Clinton,342
Bergen,Wyckoff Mail-In Ballot - Mail-In Ba,President,,Democratic,Hillary Clinton,530
Bergen,Wyckoff Provisional - Provisional,President,,Democratic,Hillary Clinton,30
Bergen,Election Day Totals,President,,Democratic,Hillary Clinton,209251
Bergen,Mail-In Ballot Totals,President,,Democratic,Hillary Clinton,19495
Bergen,Provisional Totals,President,,Democratic,Hillary Clinton,2465
Bergen,District Totals - Absentee,President,,Democratic,Hillary Clinton,0
Bergen,District Grand Totals,President,,Democratic,Hillary Clinton,0
Bergen,Allendale,President,,Democratic,Hillary Clinton,1759
Bergen,Alpine,President,,Democratic,Hillary Clinton,458
Bergen,Bergenfield,President,,Democratic,Hillary Clinton,7395
Bergen,Bogota,President,,Democratic,Hillary Clinton,2454
Bergen,Carlstadt,President,,Democratic,Hillary Clinton,1289
Bergen,Cliffside Park,President,,Democratic,Hillary Clinton,5474
Bergen,Closter,President,,Democratic,Hillary Clinton,2309
Bergen,Cresskill,President,,Democratic,Hillary Clinton,2086
Bergen,Demarest,President,,Democratic,Hillary Clinton,1578
Bergen,Dumont,President,,Democratic,Hillary Clinton,4423
Bergen,East Rutherford,President,,Democratic,Hillary Clinton,1918
Bergen,Edgewater,President,,Democratic,Hillary Clinton,2932
Bergen,Elmwood Park,President,,Democratic,Hillary Clinton,4599
Bergen,Emerson,President,,Democratic,Hillary Clinton,1623
Bergen,Englewood,President,,Democratic,Hillary Clinton,9518
Bergen,Englewood Cliffs,President,,Democratic,Hillary Clinton,1414
Bergen,Fair Lawn,President,,Democratic,Hillary Clinton,8993
Bergen,Fair View,President,,Democratic,Hillary Clinton,2423
Bergen,Fort Lee,President,,Democratic,Hillary Clinton,8963
Bergen,Franklin Lakes,President,,Democratic,Hillary Clinton,2153
Bergen,Garfield,President,,Democratic,Hillary Clinton,5477
Bergen,Glen Rock,President,,Democratic,Hillary Clinton,4063
Bergen,Hackensack,President,,Democratic,Hillary Clinton,12015
Bergen,Harrington Park,President,,Democratic,Hillary Clinton,1382
Bergen,Hasbrouck Heights,President,,Democratic,Hillary Clinton,2796
Bergen,Haworth,President,,Democratic,Hillary Clinton,1158
Bergen,Hillsdale,President,,Democratic,Hillary Clinton,2803
Bergen,Ho-Ho-Kus,President,,Democratic,Hillary Clinton,1131
Bergen,Leonia,President,,Democratic,Hillary Clinton,2727
Bergen,Little Ferry,President,,Democratic,Hillary Clinton,2138
Bergen,Lodi,President,,Democratic,Hillary Clinton,5395
Bergen,Lyndhurst,President,,Democratic,Hillary Clinton,4229
Bergen,Mahwah,President,,Democratic,Hillary Clinton,5623
Bergen,Maywood,President,,Democratic,Hillary Clinton,2476
Bergen,Midland Park,President,,Democratic,Hillary Clinton,1690
Bergen,Montvale,President,,Democratic,Hillary Clinton,1960
Bergen,Moonachie,President,,Democratic,Hillary Clinton,572
Bergen,New Milford,President,,Democratic,Hillary Clinton,3975
Bergen,North Arlington,President,,Democratic,Hillary Clinton,3351
Bergen,Northvale,President,,Democratic,Hillary Clinton,994
Bergen,Norwood,President,,Democratic,Hillary Clinton,1415
Bergen,Oakland,President,,Democratic,Hillary Clinton,2872
Bergen,Old Tappan,President,,Democratic,Hillary Clinton,1365
Bergen,Oradell,President,,Democratic,Hillary Clinton,2345
Bergen,Palisades Park,President,,Democratic,Hillary Clinton,2968
Bergen,Paramus,President,,Democratic,Hillary Clinton,6312
Bergen,Park Ridge,President,,Democratic,Hillary Clinton,2108
Bergen,Ramsey,President,,Democratic,Hillary Clinton,3872
Bergen,Ridgefield,President,,Democratic,Hillary Clinton,2270
Bergen,Ridgefield Park,President,,Democratic,Hillary Clinton,3359
Bergen,Ridgewood,President,,Democratic,Hillary Clinton,8000
Bergen,River Edge,President,,Democratic,Hillary Clinton,3107
Bergen,River Vale,President,,Democratic,Hillary Clinton,2609
Bergen,Rochelle Park,President,,Democratic,Hillary Clinton,1291
Bergen,Rockleigh,President,,Democratic,Hillary Clinton,68
Bergen,Rutherford,President,,Democratic,Hillary Clinton,4796
Bergen,Saddle Brook,President,,Democratic,Hillary Clinton,2992
Bergen,Saddle River,President,,Democratic,Hillary Clinton,611
Bergen,South Hackensack,President,,Democratic,Hillary Clinton,565
Bergen,Teaneck,President,,Democratic,Hillary Clinton,15053
Bergen,Tenafly,President,,Democratic,Hillary Clinton,4542
Bergen,Teterboro,President,,Democratic,Hillary Clinton,13
Bergen,Upper Saddle River,President,,Democratic,Hillary Clinton,1945
Bergen,Waldwick,President,,Democratic,Hillary Clinton,2311
Bergen,Wallington,President,,Democratic,Hillary Clinton,1643
Bergen,Washington,President,,Democratic,Hillary Clinton,2184
Bergen,Westwood,President,,Democratic,Hillary Clinton,2877
Bergen,Woodcliff Lake,President,,Democratic,Hillary Clinton,1804
Bergen,Wood Ridge,President,,Democratic,Hillary Clinton,2120
Bergen,Wyckoff,President,,Democratic,Hillary Clinton,4078
Bergen,Grand Totals,President,,Democratic,Hillary Clinton,231211
Bergen,Allendale 1 - Election Day,President,,Republican,Donald J. Trump,503
Bergen,Allendale 2 - Election Day,President,,Republican,Donald J. Trump,307
Bergen,Allendale 3 - Election Day,President,,Republican,Donald J. Trump,322
Bergen,Allendale 4 - Election Day,President,,Republican,Donald J. Trump,506
Bergen,Allendale Mail-In Ballot - Mail-In B,President,,Republican,Donald J. Trump,102
Bergen,Allendale Provisional - Provisional,President,,Republican,Donald J. Trump,16
Bergen,Alpine 1 - Election Day,President,,Republican,Donald J. Trump,380
Bergen,Alpine Mail-In Ballot - Mail-In Ballo,President,,Republican,Donald J. Trump,29
Bergen,Alpine Provisional - Provisional,President,,Republican,Donald J. Trump,10
Bergen,Bergenfield 1 - Election Day,President,,Republican,Donald J. Trump,178
Bergen,Bergenfield 2 - Election Day,President,,Republican,Donald J. Trump,210
Bergen,Bergenfield 3 - Election Day,President,,Republican,Donald J. Trump,152
Bergen,Bergenfield 4 - Election Day,President,,Republican,Donald J. Trump,214
Bergen,Bergenfield 5 - Election Day,President,,Republican,Donald J. Trump,188
Bergen,Bergenfield 6 - Election Day,President,,Republican,Donald J. Trump,185
Bergen,Bergenfield 7 - Election Day,President,,Republican,Donald J. Trump,151
Bergen,Bergenfield 8 - Election Day,President,,Republican,Donald J. Trump,187
Bergen,Bergenfield 9 - Election Day,President,,Republican,Donald J. Trump,116
Bergen,Bergenfield 10 - Election Day,President,,Republican,Donald J. Trump,372
Bergen,Bergenfield 11 - Election Day,President,,Republican,Donald J. Trump,358
Bergen,Bergenfield 12 - Election Day,President,,Republican,Donald J. Trump,241
Bergen,Bergenfield 13 - Election Day,President,,Republican,Donald J. Trump,215
Bergen,Bergenfield 14 - Election Day,President,,Republican,Donald J. Trump,169
Bergen,Bergenfield 15 - Election Day,President,,Republican,Donald J. Trump,231
Bergen,Bergenfield 16 - Election Day,President,,Republican,Donald J. Trump,211
Bergen,Bergenfield 17 - Election Day,President,,Republican,Donald J. Trump,161
Bergen,Bergenfield Mail-In Ballot - Mail-In,President,,Republican,Donald J. Trump,164
Bergen,Bergenfield Provisional - Provision,President,,Republican,Donald J. Trump,42
Bergen,Bogota 1 - Election Day,President,,Republican,Donald J. Trump,202
Bergen,Bogota 2 - Election Day,President,,Republican,Donald J. Trump,205
Bergen,Bogota 3 - Election Day,President,,Republican,Donald J. Trump,218
Bergen,Bogota 4 - Election Day,President,,Republican,Donald J. Trump,242
Bergen,Bogota 5 - Election Day,President,,Republican,Donald J. Trump,127
Bergen,Bogota 6 - Election Day,President,,Republican,Donald J. Trump,154
Bergen,Bogota Mail-In Ballot - Mail-In Ball,President,,Republican,Donald J. Trump,76
Bergen,Bogota Provisional - Provisional,President,,Republican,Donald J. Trump,6
Bergen,Carlstadt 1 - Election Day,President,,Republican,Donald J. Trump,249
Bergen,Carlstadt 2 - Election Day,President,,Republican,Donald J. Trump,312
Bergen,Carlstadt 3 - Election Day,President,,Republican,Donald J. Trump,260
Bergen,Carlstadt 4 - Election Day,President,,Republican,Donald J. Trump,270
Bergen,Carlstadt 5 - Election Day,President,,Republican,Donald J. Trump,274
Bergen,Carlstadt Mail-In Ballot - Mail-In Ba,President,,Republican,Donald J. Trump,87
Bergen,Carlstadt Provisional - Provisional,President,,Republican,Donald J. Trump,10
Bergen,Cliffside Park 1 - Election Day,President,,Republican,Donald J. Trump,148
Bergen,Cliffside Park 2 - Election Day,President,,Republican,Donald J. Trump,155
Bergen,Cliffside Park 3 - Election Day,President,,Republican,Donald J. Trump,148
Bergen,Cliffside Park 4 - Election Day,President,,Republican,Donald J. Trump,344
Bergen,Cliffside Park 5 - Election Day,President,,Republican,Donald J. Trump,152
Bergen,Cliffside Park 6 - Election Day,President,,Republican,Donald J. Trump,187
Bergen,Cliffside Park 7 - Election Day,President,,Republican,Donald J. Trump,217
Bergen,Cliffside Park 8 - Election Day,President,,Republican,Donald J. Trump,165
Bergen,Cliffside Park 9 - Election Day,President,,Republican,Donald J. Trump,198
Bergen,Cliffside Park 10 - Election Day,President,,Republican,Donald J. Trump,286
Bergen,Cliffside Park 11 - Election Day,President,,Republican,Donald J. Trump,131
Bergen,Cliffside Park 12 - Election Day,President,,Republican,Donald J. Trump,139
Bergen,Cliffside Park 13 - Election Day,President,,Republican,Donald J. Trump,197
Bergen,Cliffside Park 14 - Election Day,President,,Republican,Donald J. Trump,234
Bergen,Cliffside Park 15 - Election Day,President,,Republican,Donald J. Trump,224
Bergen,Cliffside Park Mail-In Ballot - Mail-,President,,Republican,Donald J. Trump,156
Bergen,Cliffside Park Provisional - Provisio,President,,Republican,Donald J. Trump,38
Bergen,Closter 1 - Election Day,President,,Republican,Donald J. Trump,193
Bergen,Closter 2 - Election Day,President,,Republican,Donald J. Trump,232
Bergen,Closter 3 - Election Day,President,,Republican,Donald J. Trump,224
Bergen,Closter 4 - Election Day,President,,Republican,Donald J. Trump,207
Bergen,Closter 5 - Election Day,President,,Republican,Donald J. Trump,246
Bergen,Closter 6 - Election Day,President,,Republican,Donald J. Trump,276
Bergen,Closter Mail-In Ballot - Mail-In Ball,President,,Republican,Donald J. Trump,92
Bergen,Closter Provisional - Provisional,President,,Republican,Donald J. Trump,8
Bergen,Cresskill 1 - Election Day,President,,Republican,Donald J. Trump,240
Bergen,Cresskill 2 - Election Day,President,,Republican,Donald J. Trump,236
Bergen,Cresskill 3 - Election Day,President,,Republican,Donald J. Trump,453
Bergen,Cresskill 4 - Election Day,President,,Republican,Donald J. Trump,243
Bergen,Cresskill 5 - Election Day,President,,Republican,Donald J. Trump,204
Bergen,Cresskill 6 - Election Day,President,,Republican,Donald J. Trump,201
Bergen,Cresskill Mail-In Ballot - Mail-In Ba,President,,Republican,Donald J. Trump,99
Bergen,Cresskill Provisional - Provisional,President,,Republican,Donald J. Trump,13
Bergen,Demarest 1 - Election Day,President,,Republican,Donald J. Trump,298
Bergen,Demarest 2 - Election Day,President,,Republican,Donald J. Trump,269
Bergen,Demarest 3 - Election Day,President,,Republican,Donald J. Trump,222
Bergen,Demarest Mail-In Ballot - Mail-In B,President,,Republican,Donald J. Trump,62
Bergen,Demarest Provisional - Provisiona,President,,Republican,Donald J. Trump,2
Bergen,Dumont 1 - Election Day,President,,Republican,Donald J. Trump,313
Bergen,Dumont 2 - Election Day,President,,Republican,Donald J. Trump,369
Bergen,Dumont 3 - Election Day,President,,Republican,Donald J. Trump,320
Bergen,Dumont 4 - Election Day,President,,Republican,Donald J. Trump,336
Bergen,Dumont 5 - Election Day,President,,Republican,Donald J. Trump,304
Bergen,Dumont 6 - Election Day,President,,Republican,Donald J. Trump,396
Bergen,Dumont 7 - Election Day,President,,Republican,Donald J. Trump,299
Bergen,Dumont 8 - Election Day,President,,Republican,Donald J. Trump,376
Bergen,Dumont 9 - Election Day,President,,Republican,Donald J. Trump,349
Bergen,Dumont 10 - Election Day,President,,Republican,Donald J. Trump,247
Bergen,Dumont 11 - Election Day,President,,Republican,Donald J. Trump,434
Bergen,Dumont Mail-In Ballot - Mail-In Ba,President,,Republican,Donald J. Trump,146
Bergen,Dumont Provisional - Provisional,President,,Republican,Donald J. Trump,39
Bergen,East Rutherford 1 - Election Day,President,,Republican,Donald J. Trump,279
Bergen,East Rutherford 2 - Election Day,President,,Republican,Donald J. Trump,328
Bergen,East Rutherford 3 - Election Day,President,,Republican,Donald J. Trump,283
Bergen,East Rutherford 4 - Election Day,President,,Republican,Donald J. Trump,752
Bergen,East Rutherford Mail-In Ballot - Ma,President,,Republican,Donald J. Trump,82
Bergen,East Rutherford Provisional - Prov,President,,Republican,Donald J. Trump,16
Bergen,Edgewater 1 - Election Day,President,,Republican,Donald J. Trump,160
Bergen,Edgewater 2 - Election Day,President,,Republican,Donald J. Trump,258
Bergen,Edgewater 3 - Election Day,President,,Republican,Donald J. Trump,312
Bergen,Edgewater 4 - Election Day,President,,Republican,Donald J. Trump,311
Bergen,Edgewater Mail-In Ballot - Mail-In,President,,Republican,Donald J. Trump,78
Bergen,Edgewater Provisional - Provisiona,President,,Republican,Donald J. Trump,15
Bergen,Elmwood Park 1 - Election Day,President,,Republican,Donald J. Trump,420
Bergen,Elmwood Park 2 - Election Day,President,,Republican,Donald J. Trump,409
Bergen,Elmwood Park 3 - Election Day,President,,Republican,Donald J. Trump,291
Bergen,Elmwood Park 4 - Election Day,President,,Republican,Donald J. Trump,149
Bergen,Elmwood Park 5 - Election Day,President,,Republican,Donald J. Trump,227
Bergen,Elmwood Park 6 - Election Day,President,,Republican,Donald J. Trump,146
Bergen,Elmwood Park 7 - Election Day,President,,Republican,Donald J. Trump,358
Bergen,Elmwood Park 8 - Election Day,President,,Republican,Donald J. Trump,582
Bergen,Elmwood Park 9 - Election Day,President,,Republican,Donald J. Trump,374
Bergen,Elmwood Park 10 - Election Day,President,,Republican,Donald J. Trump,419
Bergen,Elmwood Park Mail-In Ballot - Mai,President,,Republican,Donald J. Trump,259
Bergen,Elmwood Park Provisional - Provis,President,,Republican,Donald J. Trump,103
Bergen,Emerson 1 - Election Day,President,,Republican,Donald J. Trump,438
Bergen,Emerson 2 - Election Day,President,,Republican,Donald J. Trump,343
Bergen,Emerson 3 - Election Day,President,,Republican,Donald J. Trump,290
Bergen,Emerson 4 - Election Day,President,,Republican,Donald J. Trump,409
Bergen,Emerson 5 - Election Day,President,,Republican,Donald J. Trump,306
Bergen,Emerson 6 - Election Day,President,,Republican,Donald J. Trump,257
Bergen,Emerson Mail-In Ballot - Mail-In Ba,President,,Republican,Donald J. Trump,134
Bergen,Emerson Provisional - Provisional,President,,Republican,Donald J. Trump,11
Bergen,Englewood W1 D1 - Election Day,President,,Republican,Donald J. Trump,307
Bergen,Englewood W1 D2 - Election Day,President,,Republican,Donald J. Trump,177
Bergen,Englewood W1 D3 - Election Day,President,,Republican,Donald J. Trump,72
Bergen,Englewood W1 D4 - Election Day,President,,Republican,Donald J. Trump,47
Bergen,Englewood W2 D1 - Election Day,President,,Republican,Donald J. Trump,197
Bergen,Englewood W2 D2 - Election Day,President,,Republican,Donald J. Trump,239
Bergen,Englewood W2 D3 - Election Day,President,,Republican,Donald J. Trump,272
Bergen,Englewood W2 D4 - Election Day,President,,Republican,Donald J. Trump,246
Bergen,Englewood W3 D1 - Election Day,President,,Republican,Donald J. Trump,72
Bergen,Englewood W3 D2 - Election Day,President,,Republican,Donald J. Trump,137
Bergen,Englewood W3 D3 - Election Day,President,,Republican,Donald J. Trump,50
Bergen,Englewood W3 D4 - Election Day,President,,Republican,Donald J. Trump,40
Bergen,Englewood W4 D1 - Election Day,President,,Republican,Donald J. Trump,18
Bergen,Englewood W4 D2 - Election Day,President,,Republican,Donald J. Trump,32
Bergen,Englewood W4 D3 - Election Day,President,,Republican,Donald J. Trump,27
Bergen,Englewood W4 D4 - Election Day,President,,Republican,Donald J. Trump,59
